"820842351572713473": "['want another blunt', '1']",
"822120021220593664": "['NEED Dunkin + a blunt', '1']",
"817976165667377152": "['wtf does /dope pop/ mean?', '0']",
"825973822603956224": "['@Martineywenie the movie was dope too', '0']",
"821255875675508737": "['Buy weed https://t.co/YdXWdK0fFC', '1']",
"821214567707488256": "['@guicho__7 towlie is the reason I smoke weed', '1']",
"819234759788417025": "['Let's get high and go dance on the moon, we could fly, and go straight to the moon, touch the skies and go dance on the moon.', '1']",
"526935179093237761": "['So do you think Adam Levine snorts all that adderall or what', '0']",
"490809528737218560": "['Taking oxycodone and peridium to help me get through these #bladder issues before the #biopsy it feel like peeing shards of glass #thissucks', '0']",
"824717299240230913": "['Making my money and smoking my weed', '1']",
"822965197002407936": "['It'd be dope to have a twin', '0']",
"816409854126555136": "['i just like smoking dope', '1']",
"496333030999736320": "['TJ Henderson was addicted to Adderall and I know it', '0']",
"818171919275065344": "['He got smacked lol', '0']",
"823508865069223936": "['Took this shower early now finna smoke this blunt', '1']",
"825063792602030080": "['finna blow some smoke out here', '1']",
"481084223697072128": "['Walt Took Some Oxycodone This Morning &amp; He Tripping', '0']",
"821922406394630145": "['sometimes i forget i have a tattoo and then i stumble across it and it's dope every time', '0']",
"484200260151943169": "['@Holly1994 I know how ya feel. Had to have unexpected surgery last week, and still take my oxycodone periodically.', '0']",
"818100579662786560": "['@stardoliii they have DOPE veggie burgers', '0']",
"492341132546699264": "['Goodell's NFL: \nMarijuana = 16 game suspension\nAdderall = 4 game suspension \nKnocking your wife out cold = 2 game suspension', '0']",
"820206750045523968": "['Just throwing to acid @ this point', '1']",
"467374451772760064": "['This adderall and redbull has me one more brake check away from ripping someone's face off! #RoadRage', '0']",
"490649794159710208": "['This is the one were bobby gotta start takin adderall 😂 you're not poppin pill bobby', '0']",
"821770505233563666": "['@sweetkimmy84 are you smoking weed', '1']",
"469239141847556096": "['Seattle Seahawks visited the White House today...They found out Adderall &amp; Weed are covered under #Obamacare http://t.co/VQpZMRQTUG', '0']",
"821549994285133825": "['Wheres a cool place to smoke a blunt', '1']",
"817345183339728896": "['Definitely rather be home smoking a blunt', '1']",
"825186928354017281": "['Kome Get This Dope', '1']",
"824265149032775681": "['wait wait let me smoke weed', '1']",
"826092872063733762": "['i hate buying weed but i love smoking it sooo 🤷\u200d♀️', '1']",
"824808786409959424": "['dope movie', '1']",
"825541603397861376": "['I just need a blunt tbh', '1']",
"490654809448775680": "['Taking oxycodone at night is def helping me settle, eases the pain, but Im struggling to sleep despite a cool shower. Send icebergs!', '0']",
"484724975602249730": "['Can someone deliver me adderall at Jamba Juice please', '1']",
"817176004653420544": "['How am I already hooked on Star?', '0']",
"818002030958612480": "['Can not wait to smoke a blunt', '1']",
"821329269750108162": "['I guess I'll dome this blunt.', '1']",
"823075397587718145": "['on the clock sippin heem rolling a blunt', '1']",
"817923102306877440": "['after blunt stoge', '1']",
"353493347912003584": "['@JennNiff I didn't take a zopiclone in the end.. but I'm third day of no quetiapine &amp; I'm eating incredibly differently!', '0']",
"531928909952995329": "['@OpieRadio they give Seroquel to addicts to help them sleep in rehab or detox.', '0']",
"818696775276134400": "['Holy ship looks dope af', '0']",
"486708334913802240": "['@shereedre10 And a number of people that take oxycodone without abusing it. I'm one of those.', '0']",
"815687542033022981": "['@HDGAMERS2015 the collab is gonna be dope', '0']",
"493646014696288256": "['@CaptAshBacon Im sorry Ash I know the feeling.  I always recommend 30 mg oxycodone and to lay down', '0']",
"816638295522377728": "['It looks dope asf https://t.co/rckjJhDfv6', '0']",
"819211531149856769": "['cheers to a dope week. https://t.co/Nky4g7ntgn', '0']",
"515596202549972992": "['My PI admitted she wrote her best proposal while on oxycodone after her surgery... now she wants to drink to write this grant lmbo', '0']",
"469125774084419585": "['Finally think I have something to fight my insomnia! Psych gave me seroquel and it knocks me out =)', '0']",
"353710310877704193": "['“@Bruc3Wayn3: start off with the Seroquel RT @spyda_man420 Pop a bunch of pain pills” selling propane like Hank Hill', '0']",
"816063884759105536": "['He just ate a blunt 😅', '1']",
"467354815178489856": "['@Glass1ncision thanks. I'm worried about weight gain and how groggy I'll be in the morning. I take quetiapine and efexor xr at night too.', '0']",
"822808161988083713": "['@lyssabihhhh we smoked the same drugs.. weed', '1']",
"818600257672122368": "['Bowl of chili with cheese and crackers &gt;', '0']",
"817639702178066432": "['Paintball was dope today', '0']",
"819480356156047360": "['@SamSegal01 come smoke weed.', '1']",
"529044956259053569": "['Quetiapine don't half give me an awful dry mouth! Yucky!', '0']",
"526801053468340225": "['I took an oxycodone and will be listening to Goblin for the duration of my pain-diminishing high (whenever it decides to kick in)', '0']",
"495471068379758592": "['Script for 112 norco, 150 adderall 20s (3 qam 2 qd at noon) and 270 Prozac. How is your heart still beating?', '0']",
"817850532329046017": "['smoke weed to cherub', '1']",
"823082200228921345": "['The drunk munches are just as great as the weed munches', '0']",
"820140932364402688": "['@JayTeeSays That's actually dope. Lol', '0']",
"820725921782996992": "['Last Night Was Pretty Dope', '0']",
"497599035310878720": "['What's the difference between oxycodone and hydrocodone? The oxycodone would make me pass out when I took 2 but the other one don't do shit', '0']",
"528576741447446528": "['@MonasLists exhausted. Had my engagement party tonight. I'm now in bed on oxycodone to dull the back &amp; pelvic pain :( how're you?', '0']",
"825855848500957185": "['don't smoke weed and go to IKEA. It's awful. Lol', '1']",
"821809838220939266": "['I'm gonna start being more blunt with people', '0']",
"496067790726791169": "['Sedative effect from quetiapine allowing the brain to shut down and aid against insomnia. #happypills', '0']",
"530443919193288704": "['“@AdderallHadMe: Adderall had me killing two birds with one stone http://t.co/v5s7gln8YA” dam 😂😭', '0']",
"815791111407042560": "['Anywhere that got weed https://t.co/saK29T9cVI', '1']",
"524712143221178368": "['Ain't took this seroquel in a month and some change this about to be the best sleep I've had in a while', '0']",
"817985249514618882": "['Lock screen pic dope af', '0']",
"537051708904701952": "['If this oxycodone would kick in that would be great. 👍', '0']",
"826229852235640834": "['weed is the love of my life ❤️', '1']",
"534868523848593410": "['“@AdderallHadMe: Adderall had me Only eating the crust off my sandwich” no appetite come on man', '0']",
"820133319178354688": "['Good weed &amp; cheap school that\'s what\'s cool/ - @ScheibelK', '1']",
"818938078488248322": "['I ignore tf outta politics but I just saw that Sessions plans on comin for weed.....\n\nHe gotta go.', '0']",
"818278663317766144": "['Kristen Bell was dope in House of Lies', '0']",
"818767487428861952": "['Just gonna pray I don't hit black ice On my way to work having to take back roads', '0']",
"536988051957116929": "['Nurse gives Tana oxycodone for pain. #HomeCareImpact', '0']",
"819732997494673408": "['Finna solo this blunt', '1']",
"447786301165928448": "['“@HighSchooIStory: This is hilarious 😂👌 http://t.co/rajbdXPCyY” give everyone seroquel and this could be a very real possibility', '0']",
"457660380446076928": "['@9PJ thats what they told me too. told me he wanted me to get a couple nights rest. My brother, the pill head, informed me it was seroquel', '0']",
"503732159191187456": "['I strongly believe that if I had starbucks &amp; adderall every morning, school wouldn't be an issue for me :-)', '0']",
"512605583095377921": "['enjoying my last week of unemployment with a honey do list a mile long. Thank goodness for Adderall because my attention span is this long -', '0']",
"474584084585644032": "['Is it bad that I didn't take my Adderall just so I would be hungry for the pizza rolls I'm making?', '0']",
"488004548376526848": "['SEROQUEL IS MY FAVORITE PILL CAUSE IT EVENS ME OUT AND IM NOT MANIC OR DEPRESSED NEARLY AS MUCH AHA', '0']",
"485976550245138433": "['He's a Cleveland Brown... not Seahawk \nRT @SkinsSquad: @AndrewLiv prob adderall honestly.', '0']",
"509495816655228928": "['So sore but cant remember what time meds are due. All I know is it is movicol time - oxycodone has done a number on my gut, oh joy!', '0']",
"510451352070533120": "['@AceballStats It is still illegal if you don't have a script for it.  Adderall helps alertness and focus which is an advantage.', '0']",
"821923246144524288": "['wine+weed=underrated', '1']",
"487276919743057920": "['@vangelus well i have some oxycodone left from the surgery if it's not quite there.', '1']",
"819827359775735808": "['@5150key sneak some weed on the plane !', '1']",
"821874240769196032": "['Heroin I'm snorting it doe https://t.co/xuMjbwv30a', '1']",
"821221198226976768": "['Currently facing a blunt', '0']",
"817515838001582084": "['Got a dope idea', '0']",
"825860170534170624": "['@BIGCHEESEPDX oh for sure. That’s what she’s going to do with this weed. Lol', '1']",
"818177708341370880": "['@Vuhlandes photos are dope af!', '0']",
"822647887045730305": "['@SheaSerrano the process dope or nope', '0']",
"826618991812677632": "['Making Me Some Weed Brownies ~ https://t.co/mEnmO1O4jl', '1']",
"531308847341006849": "['Mr. Williams had just started taking Seroquel (a drug that treats schizophrenia, bipolar disorders, depression), which was found..', '0']",
"484195916211945473": "['@stoneherboneher @julian_robayo1 @Minnestoner420 Well if your doin /oxycotton/ then yeah but oxycodone &amp; oxycodeine ain\'t shit', '0']",
"449412790109753344": "['Damn I should've popped some adderall in college tho...the white boys had it on deck too', '1']",
"821229597786251264": "['Niggas be using that / you trynna smoke ? / line to fuck &amp; y\'all dumb asses fall for it everytime 🤦\u200d♀️ . Legs bust wide open for ah blunt 😶', '1']",
"825526587332423680": "['You're crazy. This is so dope. https://t.co/9zv5K9rh6J', '0']",
"816427203340681216": "['First stage of acid', '1']",
"821986567363379200": "['second job? or sell dope? ⚖️', '1']",
"821199961731764224": "['This picture is dope!! https://t.co/ifSPwO8LZj', '0']",
"513130389167030272": "['i think he's the one who gave her the adderall so i like him lmao', '0']",
"515995578283864064": "['my 21 run is in 4 days..... wish I could go hard but apparently drinking on oxycodone is /frowned upon', '0']",
"816897794644414464": "['rain drop\ndrop top\n\nMarcus took a shit and flooded the pot pot', '0']",
"819177781061910528": "['I'm done smoking weed for a while.', '0']",
"819266380662980608": "['The clouds were dope though. https://t.co/0qRBmrWLXR', '0']",
"819510165141684224": "['Dope night with the homies', '0']",
"461031196789448704": "['@trippy_wife: I need adderall rn and honestly will buy from whoever can get me some rn/ drink coffeee.', '0']",
"518171262984544256": "['This oxycodone is messing me up, I'm knocked out in a matter of minutes', '0']",
"820891010217611264": "['Who got weed in my marinara ?', '1']",
"518202424058990592": "['@Eric_Adam10 well Oxycodone seemed a bit excessive, I kept it simple', '0']",
"826186719582105601": "['@thehill go smoke some more pot', '0']",
"818948553057992712": "['@zrau You're going to love the Instant Pot.', '0']",
"819738360721743873": "['get on over yourself there bud', '0']",
"474718418185494528": "['“@sincerelyTAY_: Don't Take adderall unless you need it 😂😂😂😂” noo it's the best it's better than weed and liquor bruh', '1']",
"817181124522897408": "['finally found a place to smoke a blunt before this 8 hour bus ride thank you jesus', '1']",
"821968016208343040": "['you're pretty fucken dope.', '0']",
"510485722919600128": "['@katabaticesque have zopies, booze, quetiapine and co-codamol. Hubby is at work now. Not back til 1.30am. Kids in bed by 8. Getting wasted.', '1']",
"820102989155278848": "['I need weed as soon as possible', '1']",
"482286516752769025": "['These Oxycodone pills be giving me the most elaborate, vivid, and just real creative dreams. If only I could capture these images on paper!', '0']",
"513091967706988544": "['This bitch crazy she jus told me she taking percocet and oxycodone and she pregnant smh', '0']",
"532022535547027456": "['Im gonna lose my marbles if I don't get some adderall', '1']",
"816368917098569728": "['@j0shuajames pretty dope line up...', '0']",
"817970242152529921": "['Dope, will do https://t.co/KRWliTt2qq', '0']",
"522986963029487616": "['I findput why I feel like Im on adderall half of the time xD its cos Im nesting. Ope.', '0']",
"821953995476324353": "['keak da sneak still dope asf', '0']",
"501179367176028160": "['“@AdderallHadMe: Adderall had me http://t.co/mecNMZEiFQ” remember when I was pickin up the crumbs off the floor &amp; u walked in @dalbertoli1 😂', '0']",
"819439478963978241": "['Cali weed!', '1']",
"825439208902885376": "['My coffee pot is dead.', '0']",
"819235652164263936": "['well i slipped and fell on black ice today and spilt my starbucks. and my day has gone down hill since then🙃', '1']",
"485124487231205376": "['But what the don't realize is adderall gives you ED. Lmfaoo.', '0']",
"481131845463977984": "['(1/2) Quick check-in: Surgery done, took about 3 hours. Still very dopey and have Oxycodone this time for the pain. Yes, I admit to...', '0']",
"453628608423415808": "['@MarkOneinFour @BigMadTweeter I think Seroquel (aka Quetiapine) makes massive profits(1of the highest in US).Not sure where I saw it though!', '0']",
"822652277014089730": "['@Otis_271 Pacificas are dope. But they're pricy.', '0']",
"815625729077452801": "['wait till my THC tolerance builds up cause bruh I cant stay up after I smoke a blunt to save my life and the $ I spend on food is ridiculous', '1']",
"826282391496978432": "['NEED A BLUNT WALK', '1']",
"482330283362906113": "['Oxycodone more like oxySO DONE with sleeping 3/4 of the day away', '0']",
"483977923183927296": "['The way I'm feeling now I would've been expecting to feel from the oxycodone', '0']",
"821918692997001217": "['I need some weed @YoungDolph wya', '1']",
"503646364413472768": "['Klonopin was my mainstay benzo. Mixed with oxycodone and washed down with top shelf gin, it relaxed and energized me...and almost killed me!', '0']",
"491316820935471104": "['Adderall Had us leaving a party at 4am driving around till 6am and driving up to Columbus at 6:30am for no reason at all', '0']",
"819388896396083201": "['hit the blunt and chill.', '1']",
"824044224664350721": "['@pathetic_jpg DOPE AS HECK I LOVE IT DUDE', '0']",
"825480706201620480": "['gone be a movie super bowl weekend in the H', '0']",
"528756520281194496": "['@swamp_muck wURGH okay oxycodone and alcohol are Not Good Together. Make sure their breathing and heartrate don't go down too much ok', '0']",
"820513244494204928": "['It's crazy how our stomach acid is so dangerous', '0']",
"818551376527683586": "['She gotta be smoking dope https://t.co/kMVYDtwbVn', '1']",
"822993396784566273": "['See this why I smoke weed...', '1']",
"504071528036978689": "['nothing like having 4:1 on last of 3 when we are normally 5:1 and getting seroquel ordered for your crazy 👏 #Hallelujah #itsthelittlethings', '0']",
"824420127886213120": "['@Stock_Mazda3 @sharp16mia dope. That's prob safest', '0']",
"817138864687030273": "['Subway and a blunt', '1']",
"819060977962545152": "['That bath An blunt was AMAZING.', '1']",
"497885933312557056": "['And there were also 6,000 missing oxycodone tablets I couldn't fit into my first tweet.', '0']",
"815780032895401984": "['I have some dope memories in highschool lol', '0']",
"824128899663691776": "['@Tostitos Now that is dope. https://t.co/oukBWGspJb', '0']",
"496728305287303168": "['@tao_lin I cannot write TAIPEI sequel TAIPEI HARDER, MAYBE unless readers will send me their Adderall as quickly as possible', '0']",
"817539100148436992": "['Michigan fun center was dope too', '0']",
"822297069721423872": "['Does dope mean', '0']",
"823372527384797187": "['House of Cards is pretty dope', '0']",
"815580926029733888": "['Woke up w all my weed still.. let's smoke', '1']",
"538466973680959488": "['20 hours in 2 days with 1 hour of sleep, 2 redbulls, 2 mt dews, and adderall #fuckyoublackfriday #RetailLife  #sucks http://t.co/W3Jn85QDHn', '1']",
"517430368186552320": "['Full Agonists —\nMorphine \nOxycodone\nOxymorphone\nHydromorphone\nFentanyl\nMeperidine http://t.co/riXUL2wbhm', '0']",
"818655854748717056": "['Dug is dope', '0']",
"820218070689927168": "['i need a fucken blunt', '1']",
"826033394811273216": "['I left my weed in the car... salty', '1']",
"819730082633814017": "['in the mood to smoke a lot of weed and drink even more water', '1']",
"539805265433223169": "['Adderall has me emailing my professors from next semester asking for exams to study for.', '0']",
"818946992441331712": "['Rogue one was so dope bruh', '1']",
"816047589556523009": "['Smoke some weed watch a movie n take a nap #day off', '1']",
"818314537564827648": "['I pay the neighbors... to pick up the dope off they porches', '1']",
"819412321361657856": "['Smoke weed everyday', '1']",
"821361402594152449": "['There's either thunder, a bomb, or an ice quake going on right now in cleveland', '0']",
"495360678769594368": "['Oxycodone plus two pills of ibuprofen. Hopin the mixture will do the job man...', '0']",
"821144328110276608": "['After work blunt&gt;&gt;&gt;&gt;&gt;', '1']",
"819273609483079686": "['Take shits &amp; smoke weed', '1']",
"822582715895730176": "['So I'ma get dope as shit', '0']",
"823710428211593218": "['Went for a run, now I'm smoking a blunt.', '1']",
"358299590459527169": "['Lets swallow a bunch of seroquel &amp; see who can stay awake longer.', '1']",
"491934072822697986": "['That oxycodone had my ass dazed out at work yesterday', '0']",
"513195547558440961": "['it's like the oxycodone is trying to put me to sleep but my body won't let it.', '0']",
"819480542391451648": "['I need a blunt smh', '0']",
"495122610183995392": "['@_DaJa__ whats wrong ? &amp; yea took 2 oxycodone ,  &amp; 2 perkenset &lt; whatever that is lol', '0']",
"450097138757021696": "['My doctor told me to stop, he gave me something to pop. I mixed it up with some adderall and i wait to get to the top.', '1']",
"823472295188512769": "['How CCC an you NOT love them? https://t.co/G0V74YgeAm', '0']",
"461528323689291777": "['My mom literally uses almonds as a substitute to Adderall 😑', '0']",
"824492041619005441": "['Who got weed fuck that 🤔', '1']",
"819826416149819394": "['Dope is dope', '0']",
"457352168152920065": "['Taco Bell run because seroquel be havin my stomach feelin some type of way 💊🔜🍛', '0']",
"461606740656947200": "['Sitting here trying to eat but instead it looks like the Adderall in me just wants to see how many times I can chew the damn food!', '0']",
"816879263773138944": "['Going for walks on nights like these is dope', '0']",
"817503650310455297": "['Bills &amp; Weed', '0']",
"820709672839684100": "['Billygoats are pretty dope but there's only one bradygoat', '0']",
"815992960617746432": "['The better the weed the more chill I be', '1']",
"825877403834540034": "['@joshwolfcomedy don't try heroin.  It's ugly', '1']",
"466439707975774208": "['I go to a very small, very competitive school and it boggles my mind how uncommon adderall usage is here', '0']",
"824854426854662144": "['LSD: Melts in Your Mind, Not in Your Hand™\n\nLSD study reveals why acid trips last so long\nhttps://t.co/JKA6655g3V', '0']",
"816456816091492352": "['They're on some super cool acid https://t.co/Fgn3OgO6rT', '1']",
"818351362203418624": "['I literally had to sick &amp; smoke a blunt by myself ..', '1']",
"820728599544266754": "['@lamont__JOHNSON that second picture is dope asf', '0']",
"822460821150253056": "['Let me smoke a blunt in your house', '1']",
"821835518887493634": "['@ELLEmagazine Partying &amp; smoking pot.', '1']",
"818216320084967424": "['Let me finish this blunt .', '1']",
"815807135967838208": "['My dad said /when you walk in you hit a cloud of dope smoke/ when he walked in my room HAHAHA', '1']",
"517422373654773763": "['WE'RE NOT HERE TO PAY A COMPLIMENT\nOR SING ABOUT THE GOVERNMENT\nOR OXYCODONE GENOCIDE\nOR ADOLESCENT SUICIDE.', '0']",
"487763435136884736": "['On a related note I just took some Oxycodone I got after my surgery yesterday. I have no idea how that will affect Tweeting.', '0']",
"447941880441868288": "['I was prescribed adderall at a young age ...hatttttttted it ...i dont see how ppl like it ..I gave a bottle I had away to a stripper lol', '0']",
"820915739552976900": "['just did a dose of percocet with some strippers', '1']",
"824325257297330182": "['i should smoke this blunt right here.', '1']",
"538033616992088064": "['@spillingcoffee That's so outdated. Today's Santa has an oxycodone problem.', '0']",
"495294991791820800": "['@AdderalIHadMe: Adderall had me going 0 to 100 a little TOO quick/ itll do it everytime 😂', '0']",
"823980228573794305": "['@OMGMAINE___ both are dope tbh', '0']",
"491259080317890560": "['@greggyb thanks for your article in @netmag on developers &amp; depression. I recently had a bipolar diagnosis, been onto quetiapine 3mths now.', '0']",
"823633551270809600": "['Dope on the table https://t.co/pvfUL7Y6tK', '0']",
"819992399443324933": "['@cynicalartist this is a dope shot.', '0']",
"487729933297258497": "['@acespock I'm sorry oh man I'm on oxycodone bc I got my wisdom teeth out I am not in my right mind', '0']",
"822204213086154752": "['Marijuana descriptions are like the back of a wine bottle now. #earthsigns', '1']",
"538141724317863936": "['Gulp. RT @ChrisWarcraft Time to watch the Adderall Mouthwarriors against the Drunky McWifebeaters.', '0']",
"825155823445929987": "['i need a damn blunt!!!!!!', '1']",
"540936856180121600": "['Finally coming down from being on adderall for well over 72 hours and I don't know what I want more, sleep or food', '0']",
"501231065009487872": "['I swear Adderall is about to be my best friends this year', '0']",
"490385891681402880": "['Congrats to the fag who found my Adderall on the floor in the shooters bathroom..', '0']",
"454589648351002624": "['Just a heads up, James Franco has a movie coming out next year called The Adderall Diaries', '0']",
"825977503923662849": "['dont get on the fckig boat', '0']",
"513051085746212864": "['@inmywindow Good :) Quetiapine works really really well for some people, but the sleepies for the first few weeks are fairly extreme.', '0']",
"451060325278687232": "['Qulewds(sp) 10 times a day, adderall to keep me focused, xanax to take edge off, coke wake me back up. This movie bout to b tha shit #wows', '0']",
"824665224913358848": "['im just a dope deala nigga', '1']",
"519893168859656193": "['This white lady asked me if we had oxycodone 30 I said no she was like are you lieing.  BITCH YOU GUESSED IT', '1']",
"463375016395284480": "['I'll tell you what folks, this Seroquel I take is no joke. Miss it for just one day and it will have its revenge on you the day after.', '0']",
"818307723376721920": "['My bad for being blunt.', '0']",
"821186248282755072": "['@TowelieLama Keep smoking that weed!', '0']",
"815986171767615488": "['Florida makes me want to smoke crack', '1']",
"541339617296154624": "['drifting... hoping Quetiapine will be a strong enough anchor', '0']",
"824115036008353793": "['Boutta get on this dope and gts', '1']",
"820377330015039489": "['@__Giselaa  its says I'm sippin dope lol', '1']",
"819706975634264064": "['edward scissorhands is such a dope movie still', '0']",
"822104474684719104": "['#Logan DOPE AF', '0']",
"537315836093292544": "['JUST 10 MG OF RITALIN HAS ME FLYING I FEEL LIKE A TERMINATOR ON BAD MOLLY NO WONDER I NEVER TAKE THIS SHIT HOW DO U ADDERALL PPL DO IT???', '0']",
"817207446481448962": "['when stress burns my brain just like acid rain drops, mary jane is the only thing that makes my pain stop', '1']",
"819931907718791169": "['DOPE ON A ROPE WE HANG', '0']",
"491266896655056896": "['Damn my nose is hurting this morning thank the dr for Oxycodone', '0']",
"819015292361830401": "['Black love is so dope.', '0']",
"528310740739170304": "['Body feels so tired but thanks to the 2 adderall I took to get us here it's looking like it's going to be an interesting evening in boystown', '1']",
"531526534583304192": "['@StephenStone Luckily you can get good drugs IV in hospital. Then you can go home on oxycodone (instead of hydro) or oral dilaudid. Options!', '0']",
"525753185823379456": "['@coleyritz i said we have not tried seroquel or xanax or other stuff like that in the past 4 years I've been seeing you', '0']",
"466917492867481600": "['I realize that every time I take adderall I end up listening to the Believers Never Die Greatest Hits album by Fall Out Boy', '0']",
"821460779396304896": "['@AnnCoulter and some are looking for acid to disrupt friday...this is absolutely CRAZY!  wth...', '1']",
"499752500451631104": "['MAY cause drowsiness?/ You are selling yourself short, Oxycodone warning label.', '0']",
"823315304516304896": "['I'm so amped for this game rn', '0']",
"816528994678034432": "['Wake up, I'm smoking dope everyday', '1']",
"820069937318416384": "['I got more weed than friends.', '1']",
"463891902442377219": "['“@AdderallHadMe: .@MAS Adderall had me telling you to find that plane and shut the fuck up” 😂😂😂😂😂😂😂😂😂😂 at their neck', '0']",
"510468725074849793": "['Chris Davis Suspension for taking adderall won't be enough to take the Ray Rice story off the front page in Baltimore.', '0']",
"454654122944262144": "['Can somebody tell me wtf Seroquel is this crackhead just gave me these pills  idk wtf this is', '1']",
"504836314676862977": "['“@AdderallHadMe: Adderall had me studying like /I\'m good, I already ate earlier/ http://t.co/7IURvvIG9E” my life during the school year 😬', '0']",
"447806593036734466": "['“@AdderalIHadMe: Adderall had me counting the licks to the center of a tootsie pop.” @JesssMahoney remember when I actually did this?', '0']",
"825188189925158912": "['So Putnam got smacked today huh', '1']",
"821959489079361536": "['If you haven't seen this, it's worth it, if just for the dope musical interludes. https://t.co/ckdXWCFfG4', '0']",
"347493255514046464": "['RT @ArdenBarry: Today's journal club: quetiapine reduces ICU delirium in small DB RCT. Important as little/no other evidence exits: http://…', '0']",
"815645490209558528": "['Whaat that looks dope https://t.co/pzvntjF8FM', '0']",
"517268793618612224": "['@inmywindow is there any way we can buy you quetiapine off the net or sthg??', '1']",
"820163517600956416": "['Get high drink milk skip class smoke titties', '1']",
"819353317444718592": "['Lol dope', '0']",
"823137645484130304": "['All this weed', '1']",
"825201013376299008": "['Head thump I just want some weed and sleeeppp', '1']",
"821143045483667456": "['First day of gym was dope', '0']",
"497354165568671744": "['Pull my money out of my pocket and my adderall falls out on the instructors desk 😬', '0']",
"492714097717555200": "['Adderall doesnt even get you high rt @smartfootball: Is taking adderall (4 game suspension) worse than what Ray Rice did (2 games)?', '0']",
"525116477561507842": "['I wish I had Adderall or something so I could stay up all night and study.', '0']",
"824112281990660098": "['She has more of a heroin chic look! https://t.co/eBaTErvUKd', '1']",
"816073336711249920": "['More weed please', '1']",
"446744925254610944": "['@bheidh yeah, i mostly use seroquel for anxiety, and ativan for panic attacks only\nand a cocktail of the two for Very Bad times', '0']",
"529139064084398082": "['Oxycodone prescriptions can't have refills. Okay, Lost.', '0']",
"484080748195246083": "['Victor Bruce M.D. of Las Vegas pleaded guilty this morning to conspiracy to distribute oxycodone – sentencing on Oct. 9. More info. soon.', '0']",
"538629258671689728": "['Sleepy but I took adderall so I'll have fun wasting my data', '0']",
"534451174997377026": "['about to start shoulder tapping fools in the library for adderall lmao', '1']",
"447542893189005313": "['I need to probably start taking adderall again bc I just realized today how ADD I really am lol', '0']",
"820787204997967876": "['I just want sushi, my girlfriend and a blunt', '1']",
"819778521115463684": "['Cooking up dope in the \nCrockpot POT!', '0']",
"824176062900948992": "['@bitchimchucky hit the blunt', '1']",
"823380657778884610": "['Super bowl is set!', '0']",
"489298296100622336": "['I'll even put them in gift wrap for you to give to your friends as party favors. Oxycodone goodie bags.', '0']",
"481282897031073792": "['Neighbors think im on adderall bc doing laps around my pool carrying weights', '0']",
"496028380244881408": "['……. Oxycodone makes me this way \n:*( … I hate i have to take pain pills because this pain is unbearable.', '0']",
"819696507901202432": "['It's literally sad I don't have an appetite when I don't smoke weed like fuck can I wake up one day and have a meal without smoking first', '1']",
"826629505573875712": "['@IUseCondoms after you smoke a blunt &gt;&gt;&gt;', '1']",
"819736312924160000": "['I just wanna be surrounded by weed', '1']",
"822284932097732612": "['PARTY AT MY CRIB SATDAY WILL BE DOPE AF', '0']",
"530238711293038592": "['@HighClassATM im boutta take one of my mother oxycodone nd be knocked lol if my son wake up tell my mother get his lil ass my shit killing', '0']",
"526760923382677505": "['Pearl 5 - ibuprofen = oxycodone and &gt; codeine. Take home is don't give kids narcs! #ACEP14', '1']",
"824013869144309765": "['That's $300 worth of weed https://t.co/LpuBQq6Lfh', '1']",
"540559495689039872": "['@_someitaliankid I swear to god I was on Facebook the other day cause of adderall', '0']",
"464024514615988224": "['@KevyT615 yeah it's gonna be easy AF I just popped 3 adderall I'm super ready nothing can stop me', '1']",
"826615327136047104": "['Dope still alive', '0']",
"446851944259518464": "['“@AdderalIHadMe: Adderall had me proofreading the Consitiution.”@janiebethh this is the one I meant to tag you in lol', '0']",
"468587299195064321": "['They say I’ve got a deficit but my attentions feeling fine. I’m concentrating, looking adderall the time.', '0']",
"822146656175067137": "['Fentanyl is some scary shit.', '1']",
"535343265558437889": "['Christoph Correll highlights the very early effects of olanzapine and quetiapine - ?No longer first line therapy http://t.co/1hKGhYOP1V', '0']",
"455586686748360705": "['Disney movie marathon at 2 am because I took that damn adderall earlier.', '0']",
"820335392880726016": "['i guess i'm dope af https://t.co/ycfDUWuScA', '0']",
"507885570974941184": "['One beer, 25mg of Seroquel and 1mg of Xanax...good luck waking me up.', '0']",
"815809099686408192": "['If I was in hell, I'd probably have satin light me a blunt.', '1']",
"464288509960781824": "['Crying by myself at Kevin Durants MVP speech...damn you adderall lol', '0']",
"820842176720486400": "['Who was that who got smacked on KC?', '0']",
"820540271167438848": "['That movie Sing was actually pretty dope lol', '0']",
"825605585752055809": "['smoke some hashish/ lmaoooo', '1']",
"464839709764513792": "['Forgot if I took my afternoon tab of Adderall (irony!) so I took it and I'm not sure if I took double the dose I was supposed to', '0']",
"815614074281021440": "['4. Smoke less weed :/', '0']",
"525586391376592896": "['Airports make me crazy I'm glad I forgot my Adderall', '0']",
"517319979868635137": "['@drinksinthedark Well, the rash is rare. I'd risk it! Quetiapine just has different risks.', '0']",
"465557346672848896": "['God bless adderall prescriptions &amp; overnight shipping.', '0']",
"514253985558323200": "['The more I learn about oxycodone and other the drugs the closer I feel to big name rappers', '0']",
"504020607285989376": "['I thought I was hungry but then my adderall whispered /no you\'re not', '0']",
"815963101422112768": "['Finally Dallas is sleep now I can smoke this blunt', '1']",
